Tipo de Publicacion;Titulo;Nombre de Publicacion;Estado;Ambito;Tipo;Autores;Ejercicio
ARTICULO;Seasonal shift in the taxonomic diversity of rocky reef fishes in the southwestern Gulf of California;Revista de Biologia Marina y Oceanografia                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Barjau Gonzalez, E., Rodriguez Romero, J., Galvan Magana, F., Maldonado Garcia, M. C.;2016
ARTICULO;Tryptophan, thiamine and indole-3-acetic acid exchange between Chlorella sorokiniana and the plant growth-promoting bacterium Azospirillum brasilense;FEMS Microbiology Ecology                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Palacios, O. A., Gomez Anduro, G. A., Bashan Binjamin, Y., Gonzalez De Bashan, L. E.;2016
ARTICULO;Assessment of Trace Metals in Soil, Vegetation and Rodents in Relation to Metal Mining Activities in an Arid Environment;Bulletin of Environmental Contamination and Toxicology                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mendez Rodriguez, L. C., Alvarez Castaneda, S. T.;2016
ARTICULO;Arsenic and lead contamination in soil and in feathers of three resident passerine species in a semi-arid mining region of the Mexican plateau;Journal of Environmental Science and Health, Part A-Toxic/Hazardous Substances and Environmental Engineering                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Monzalvo Santos, K., Alfaro De la Torre, M. C., Chapa Vargas, L., Castro Larragoitia, J., Rodriguez Estrella, R.;2016
ARTICULO;Use of BABA and INA As Activators of a Primed State in the Common Bean (Phaseolus vulgaris L.);Frontiers in Plant Science                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Martinez Aguilar, K., Ramirez Carrasco, G., Hernandez Chavez, J. L., Barraza Celis, A., Alvarez Venegas, R.;2016
ARTICULO;Sex-associated variations in coral skeletal oxygen and carbon isotopic composition of Porites panamensis in the southern Gulf of California;Biogeosciences                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cabral Tena, R. A., Sanchez, A., Reyes Bonilla, H., Ruvalcaba Diaz, A. H., Balart Paez, E. F.;2016
ARTICULO;Population Dynamics of Jumbo Squid Dosidicus gigas in Pacific Ecuadorian Waters;Journal of Shellfish Research                                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Morales Bojorquez, E., Pacheco Bedoya, J. L.;2016
ARTICULO;BIOCHEMICAL CHANGES DURING THE REPRODUCTIVE CYCLE OF HALIOTIS FULGENS (PHILIPPI, 1845) (GASTROPODA: ARCHAEOGASTROPODA) ON THE BAJA CALIFORNIA SUR WEST COAST;Journal of Shellfish Research                                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Velez Arellano, N., Garcia Dominguez, F. A., Lluch Cota, D. B., Gutierrez Gonzalez, J. L., Holguin Quinones, O. E., Ramirez Rodriguez, M.;2016
ARTICULO;Composicion quimica de harina de calamar gigante Dosidicus gigas;ARCHIVOS LATINOAMERICANOS DE NUTRICION                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Calvo, M. L. C., Carranco, M. E., Salinas Zavala, C. A., Carrillo, S.;2016
ARTICULO;Do relaxed selection and habitat temperature facilitate biased mitogenomic introgression in a narrowly endemic fish;Ecology and Evolution                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Darrin Hulsey, C., Bell, K. L., Garcia De Leon, F. J., Nice, C. C., Meyer, A.;2016
ARTICULO;Latitudinal regionalization of epibenthic macroinvertebrate communities on rocky reefs in the Gulf of California;MARINE BIOLOGY RESEARCH                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ulate, K., Sanchez, C., Sanchez Rodriguez, A., Alonso, D., Aburto Oropeza, O., Huato Soberanis, L.;2016
ARTICULO;Effects of cold-shock triploidy induction treatment on cell cleavage, hatching rate, and survival of triploid larvae of spotted sand bass (Paralabrax maculatofasciatus);CIENCIAS MARINAS                                                                                                                                      ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Alcantar -vazquez, J. P., Dumas, S., Pena, R., Ibarra Humphries, A. M.;2016
ARTICULO;STATUS OF THE CALIFORNIA RED-LEGGED FROG (RANA DRAYTONII) IN THE STATE OF BAJA CALIFORNIA, MEXICO;Herpetological Conservation and Biology                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Peralta Garcia, A., Hollingsworth, B. D., Richmond, J. Q., Valdez Villavicencio, J. H., Ruiz Campos, G., Fisher, R. N., Cruz Hernandez, P., Galina Tessaro, P.;2016
ARTICULO;DIET OF Crotalus enyo (SERPENTES: VIPERIDAE) FROM THE BAJA CALIFORNIA CAPE REGION, MEXICO;Acta Zoologica Mexicana (Nueva Serie)                                                                                                                 ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Carbajal Marquez, R. A., Arnaud Franco, G. A., Martins, M., Quintero Diaz, G. E.;2016
ARTICULO;MECANISMOS DE DEFENSA DE LOS CAMARONES PENEIDOS DURANTE UN PROCESO INFECTIVO: UNA REVISION;Biotecnia                                                                                                                                             ;PUBLICADO;NACIONAL;ABRITRADOS;Carcamo Arechiga, N., Grijalva Chon, J. M., Hernandez Lopez, J., Varela Romero, A., Lopez Torres, M. A., Medina Juarez, L. A.;2016
ARTICULO;Litterfall Production of Mangroves in Huizache-Caimanero Lagoon System, Mexico;Journal of Coastal Research                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Flores Cardenas, F., Hurtado Oliva, M. A., Doyle, T. W., Nieves Soto, M., Diaz Castro, S. C., Manzano Sarabia, M.;2016
ARTICULO;Antioxidants, reactive oxygen species and oxidative damage associated to the presence of organochlorine pesticides in breast milk;Nutricion Hospitalaria                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Castillo Castaneda, P. C., Gaxiola Robles, R., Mendez Rodriguez, L. C., Labrada Martagon, V., Zenteno Savin, T.;2016
ARTICULO;Extending depth record of hornyhead turbot Pleuronichthys verticalis Jordan and Gilbert, 1880 from the Gulf of California, Mexico;Journal of Applied Ichthyology                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rabago Quiroz, C., Lopez Martinez, J., Herrera Valdivia, E.;2016
ARTICULO;Desarrollo, feminismo y genero: cinco teorias y una cancion desesperada desde el Sur;Estudios del Desarrollo Social: Cuba y America Latina                                                                                                 ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Lagunas Vazques, M., Beltran Morales, L. F., Ortega Rubio, A.;2016
ARTICULO;Predation on turtle nests in the southwestern coast of the Baja California Peninsula;Revista Mexicana de Biodiversidad                                                                                                                     ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Mendez Rodriguez, L. C., Alvarez Castaneda, S. T.;2016
ARTICULO;Immunophysiological Response of Pacific White Shrimp Exposed to a Probiotic Mixture of Proteobacteria and Firmicutes in Farm Conditions;North American Journal of Aquaculture                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Vargas Albores, F., Martinez Porchas, M., Arevayo Porchas, M. A., Villalpando Canchola, E., Gollas Galvan, T., Porchas Cornejo, M. A.;2016
ARTICULO;Injected phage-displayed-VP28 vaccine reduces shrimp Litopenaeus vannamei mortality by white spot syndrome virus infection;Fish & Shellfish Immunology                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Solis Lucero, G., Manoutcharian, K., Hernandez Lopez, J., Ascencio Valle, F. J.;2016
ARTICULO;Phylogeography of endemic Xantus hummingbird (Hylocharis xantusii) shows a different history of vicariance in the Baja California Peninsula;Molecular Phylogenetics and Evolution                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez Rubio, C., Garcia De Leon, F. J., Rodriguez Estrella, R.;2016
ARTICULO;Conservation of Native Pacific Trout Diversity in Western North America;Fisheries                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Penaluna, B. E., Abadia Cardoso, A., Dunham, J. B., Garcia De Leon, F. J., Gresswell, R. E., Ruiz Luna, A., Taylor, E. B., Shepard, B. B., Al Chokhachy, R., Muhlfeld, C. C., Bestgen, K. R., Rogers, K., Escalante, M. A., Keeley, E. R., Temple, G. M., Williams, J. E., Matthews, K. R., Pierce, R., Mayden, R. L., Kovach, R. P., Carlos Garza, J., Fausch, K. D.;2016
ARTICULO;Effects of stocking density on the performance of brown shrimp Farfantepenaeus californiensis co-cultured with the green seaweed Ulva clathrata;Aquaculture Research                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Pena Rodriguez, A., Magallon Barajas, F. J., Cruz Suarez, L. E., Elizondo Gonzalez, R., Moll, B.;2016
ARTICULO;Comparative ontogenetic development of two marine teleosts, gilthead seabream and European sea bass: New insights into nutrition and immunity;Developmental and Comparative Immunology                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cordero, H., Guzman Villanueva, L. T., Chaves Pozo, E., Arizcun, M., Ascencio Valle, F. J., Cuesta, A., Esteban, M. A.;2016
ARTICULO;First Record of Spine Malformation of the round Stingray Urobatis halleri off the Western Coast of Baja California Sur, Mexico;Marine Biodversity Records                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ochoa Diaz, M. R., Rodriguez Romero, J., Lopez Martinez, J., Maldonado Garcia, M. C.;2016
ARTICULO;Molecular identification and morphological description of Micropogonias megalops, Cynoscion othonopterus, C. reticulatus and Menticirrhus nasus larvae, collected in the upper Gulf of California during Summer 2012;Mitochondrial DNA Part A: DNA Mapping, Sequencing, and Analysis                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Camacho Gastelum, R., Diaz Viloria, N., Sanchez Velasco, L., Jimenez Rosenberg, S. P. A., Perez Enriquez, R.;2016
ARTICULO;Construction of probe of the plant growth-promoting bacteria Bacillus subtilis useful for fluorescence in situ hybridization;Journal of Microbiological Methods                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Posada, L. F., Alvarez, J. C., Hui Hu, C., Gonzalez De Bashan, L. E., Bashan Binjamin, Y.;2016
ARTICULO;Oxidative stress in aquatic ecosystems: Selected papers from the Second International Conference;Comparative Biochemistry and Physiology, Part A                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Joyner Matos, J., Abele, D., Vazquez Medina, J. P., Zenteno Savin, T.;2016
ARTICULO;TEMPORAL CHANGES IN THE BIOMASS AND DISTRIBUTION OF Sargassum BEDS ALONG THE SOUTHEASTERN COAST OF THE BAJA CALIFORNIA PENINSULA;CIENCIAS MARINAS                                                                                                                                      ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Casas Valdez, M., Sanchez Rodriguez, I., Serviere Zaragoza, E., Aguila Ramirez, R. N.;2016
ARTICULO;High Occurrence of the Decapod Penstyldensovirus (PstDV1) Detected in Postlarvae of Penaeus vannamei Produced in Commercial Hatcheries of Mexico;EcoHealth                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mendoza Cano, J. F., Enriquez Espinoza, T., Valenzuela Castillo, A., Encinas Garcia, T., Sanchez Paz, J. A.;2016
ARTICULO;MICROSATELLITE GENETIC DIVERSITY AND MATING SYSTEMS IN THE COLUMNAR CACTUS Pachycereus pringlei (CACTACEAE);Perspectives in Plant Ecology, Evolution and Systematics                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gutierrez Flores, C., Garcia De Leon, F. J., Leon De La Luz, J. L., Cota Sanchez, J. H.;2016
ARTICULO;Hongos Fitopatogenos Asociados Al Tomate (Solanum Lycopersicum L.) En La Zona Arida Del Noroeste De Mexico: La Importancia De Su Diagnostico;European Scientific Journal                                                                                                                           ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Martinez Ruiz, F. E., Cervantes Diaz, L., Ail Catzim, C. E., Hernandez Montiel, L. G., Del Toro Sanchez, C. L., Rueda Puente, E. O.;2016
ARTICULO;Influencia de la proporcion sexual y del ambiente en la tasa de crecimiento poblacional de Callinectes bellicosus (Decapoda: Portunidae) del Golfo de California;Revista de Biologia Tropical                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rodriguez Felix, D., Cisneros Mata, M. A., Aragon Noriega, E. A., Arreola Lizarraga, J. A.;2016
ARTICULO;Wet and dry patterns associated with ENSO events in the Sonoran Desert from, 2000-2015;Journal of Arid Environments                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Zolotokrylin, A., Titkova, T., Brito Castillo, L.;2016
ARTICULO;Evaluation of ToxA and Vibrio parahaemolyticus lysate on humoral immune response and immune-related genes in Pacific red snapper;Fish & Shellfish Immunology                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reyes Becerril, M. C., Maldonado Garcia, M. C., Guluarte Velez, C. A., Leon Gallo, A., Rosales Mendoza, S., Ascencio Valle, F. J., Hirono, I., Angulo Valadez, C. E.;2016
ARTICULO;The spotted rose snapper (Lutjanus guttatus Steindachner1869) farmed in marine cages: review of growth models;Reviews in Aquaculture                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Castillo Vargasmachuca, S. G., Ponce Palafox, J. T., Arambul Munoz, E., Rodriguez Dominguez, G., Aragon Noriega, E. A.;2016
ARTICULO;Crecimiento individual de camaron blanco Litopenaeus vannamei (Boone, 1931) y camaron azul Litopenaeus stylirostris (Stimpson, 1874) (Decapoda: Penaeidae) con un enfoque multi-modelo;Latin American Journal of Aquatic Research                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Aragon Noriega, E. A.;2016
ARTICULO;Leukocyte susceptibility and immune response against Vibrioparahaemolyticus in Totoaba macdonaldi;Developmental and Comparative Immunology                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reyes Becerril, M. C., Alamillo, E., Sanches Torres, L., Ascencio Valle, F. J., Perez Urbiola, J. C., Angulo Valadez, C. E.;2016
ARTICULO;Practical diets for the sustainable production of brown shrimp, Farfantepenaeus californiensis, juveniles in presence of the green macroalga Ulva clathrata as natural food;Journal of Applied Phycology                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Pena Rodriguez, A., Elizondo Gonzalez, R., Nieto Lopez, M. G., Ricque Marie, D., Cruz Suarez, L. E.;2016
ARTICULO;"Primeros registros de Nanofrustulum shiloi (Lee, Reimer & Mcenery) Round, Hallsteinsen & Paasche yNitzschia nienhuisii Sterrenburg & Sterrenburg (Bacillariophyceae; Ochrophyta) en aguas mexicanas";CICIMAR Oceanides                                                                                                                                     ;PUBLICADO;NACIONAL;ABRITRADOS;Lopez Fuerte, F. O., Lora Vilchis, M. C., Veleva, L., Siqueiros Beltrones, D. A., Arredondo Vega, B. O., Virgen Felix, M.;2016
ARTICULO;Resena historica y academica del cultivo de camaron en el CIBNOR;Recursos Naturales y Sociedad                                                                                                                         ;PUBLICADO;NACIONAL;ABRITRADOS;Perez Enriquez, R., Acosta Salmon, H., Arcos Ortega, G. F., Ascencio Valle, F. J., Campa Cordova, A. I., Campos Ramos, R., Civera Cerecedo, R., Cruz Hernandez, P., Hernandez Llamas, A., Ibarra Humphries, A. M., Mazon Suastegui, J. M., Mejia Ruiz, C. H., Mercier ., L. S., Nolasco Soria, H. G., Palacios Mechetnov, E., Racotta Dimitrov, I. S., Romero Vivas, E., Vazquez Juarez, R., Villarreal Colmenares, H.;2016
ARTICULO;Stochastic analysis of production dynamics of male andfemale redclaw crayfish (Cherax quadricarinatus) rearedunder commercial intensive cultivation;Reviews in aquaculture                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Nunez Amao, L., Villarreal Colmenares, H., Naranjo Paramo, J., Hernandez Llamas, A.;2016
ARTICULO;Mitigation of negative effects of progressive soil salinity gradients by application of humic acids and inoculation with Pseudomonas stutzeri in a salt-tolerant and a salt-susceptible pepper;Applied Soil Ecology                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Bacilio Jimenez, M., Moreno Legorreta, M., Bashan Binjamin, Y.;2016
ARTICULO;Chemical score of different protein sources to four Macrobrachium species;Latin American Journal of Aquatic Research                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Montoya Martinez, C., Nolasco Soria, H. G., Carrillo Farnes, O., Civera Cerecedo, R., Alvarez Gonzalez, C. A., Vega Villasante, F.;2016
ARTICULO;CIRCADIAN CYCLE OF DIGESTIVE ENZYME PRODUCTION AT FASTING AND FEEDING CONDITIONS IN NILE TILAPIA, OREOCHROMIS NILOTICUS (ACTINOPTERYGII: PERCIFORMES: CICHLIDAE);ACTA ICHTHYOLOGICA ET PISCATORIA                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Montoya Mejia, M., Rodriguez Gonzalez, H., Nolasco Soria, H. G.;2016
ARTICULO;The prawns of the genus Macrobrachium (Crustacea, Decapoda, Palaemonidae) with commercial importance: a patentometric view;Latin American Journal of Aquatic Research                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Chong Carrillo, O., Arencibia Jorge, R., Chavez Chong, C., Akintola, S. L., Garcia Guerrero, M., Michan Aguirre, L., Nolasco Soria, H. G., Cupul Magana, F., Vega Villasante, F.;2016
ARTICULO;The role of water on the structure and mechanical properties of a thermoplastic natural block co-polymer from squid sucker ring teeth;Bioinspiration & Biomimetics. SPECIAL ISSUE ARTICLE                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rieu, C., Bertinetti, L., Schuetz, R., Salinas Zavala, C. A., Weaver, J. C., Fratzl, P., Miserez, A., Masic, A.;2016
ARTICULO;Topological and biomass balance approaches to analyzing food webs of Bahia Magdalena, Baja California Sur, Mexico.;Communitty Ecology                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cruz Escalona, V. H., , A. F. N., , P. A. M., Morales Zarate, M. V., Salinas Zavala, C. A.;2016
ARTICULO;Biocenosis de la comunidad bentonica en la Laguna Guerrero Negro, Baja California Sur, Mexico: caracterizacion espacio-temporal;Latin American Journal of Aquatic Research                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Morales Zarate, M. V., Zayas Alvarez, A., Salinas Zavala, C. A., Mejia Rebollo, A.;2016
ARTICULO;CARACTERIZACION Y DISTRIBUCION DE GERMOPLASMA SILVESTRE DEJatropha curcas L. (EUPHORBIACEAE) EN EL NOROESTE DE MEXICO;Polibotanica                                                                                                                                          ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Araiza Lizarde, N., Alcaraz Melendez, L., Angulo Escalante, M. A., Reynoso Granados, T., Cruz Hernandez, P., Ortega Nieblas, M. M., Valdez Zamudio, D.;2016
ARTICULO;Evaluacion de la primera madurez sexual del huachinango del Pacifico (Lutjanus peru) nacido en cautiverio;Latin American Journal of Aquatic Research                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Spanopoulos Zarco, M., Estrada Godinez, J. A., Perez Urbiola, J. C., Gracia Lopez, V., Ascencio Valle, F. J., Carrillo, M., Quinones Arreola, M. F., Maldonado Garcia, M. C.;2016
ARTICULO;Living on the edge: Diadema mexicanum in the upper Gulf of California;Marine Biodiversity                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Paz Garcia, D. A., Valencia Mendez, O., Dominguez Dominguez, O., Balart Paez, E. F.;2016
ARTICULO;Morphological description of genetically identifiedCortez bonefish (Albula gilberti, Pfeiler and vander Heiden 2011) leptocephali from the southernGulf of California;Mitochondrial DNA Part A (articulo publicado en linea, todavia no se ha asignado volumen)                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Diaz Viloria, N., Sanchez Velasco, L., Perez Enriquez, R., Zarate Franco, A., Miller, M., Jimenez Rosenberg, S. P.;2016
ARTICULO;Plasma Hypoxanthine-Guanine Phosphoribosyl Transferase Activity in Bottlenose Dolphins Contributes to Avoiding Accumulation of Non-recyclable Purines;Frontiers in Physiology                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lopez Cruz, R. I., Crocker, D. E., Gaxiola Robles, R., Bernal, J. A., Real Valle, R. A., Lugo Lugo, O., Zenteno Savin, T.;2016
ARTICULO;Optimizacion de la supervivencia y respuesta inmune de Litopenaeus vannamei alimentado con dietas ricas en carotenos e infectado con el Sindrome de Mancha Blanca;Latin American Journal of Aquatic Research                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lopez Elias, J. A., Medina Felix, D., Campa Cordova, A. I., Martinez Cordova, L. R., Hernandez Lopez, J., Mendoza Cano, J. F., Rivas Vega, M. E.;2016
ARTICULO;Changes in transferrin gene expression after exposure to iron and Aeromonas hydrophila infection in yellow snapper(Lutjanus argentiventris);Agri Gene                                                                                                                                             ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Reyes Becerril, M. C., Angulo Valadez, C. E., Angulo, M., Ascencio Valle, F. J.;2016
ARTICULO;Hongos micorrizicos arbusculares como agentes mitigadores del estres salino por NaCl en plantulas de albahaca;Revista Electronica Nova Scientia                                                                                                                     ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Aguero Fernandez, Y. M., Hernandez Montiel, L. G., Nieto Garibay, A., Troyo Dieguez, E., Zulueta Rodriguez, R., Murillo Amador, B.;2016
ARTICULO;PROPAGATION TECHNIQUES AND AGRONOMIC REQUIREMENTS FOR THE CULTIVATION OF BARBADOS ALOE (ALOE VERA (L.) BURM. F.) - A REVIEW.;FRONTIERS IN PLANT SCIENCE                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cristiano, G., Murillo Amador, B., De Lucia, B.;2016
ARTICULO;Panmixia in a Critically Endangered Fish: The Totoaba (Totoaba macdonaldi) in the Gulf of California;Journal of Herdity                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Valenzuela Quinones, F., De Anda Montanez, J. A., Gilbert Horvath, E., Carlos Garza, J., Garcia De Leon, F. J.;2016
ARTICULO;Apparent digestibility coefficient of chickpea, maize, high-quality protein maize, and beans diets in juvenile and adult Nile tilapia (Oreochromis niloticus);Revista Brasileira de Zootecnia                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Montoya Mejia, M., Hernandez Llamas, A., Garcia Ulloa, M., Nolasco Soria, H. G., Gutierrez Dorado, R., Rodriguez Gonzalez, H.;2016
ARTICULO;Seasonal changes in fish assemblage structure at a shallow seamount in the Gulf of California;PeerJ                                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Jorgensen, S. J., Klimley, A. P., Muhlia Melo, A. F. E., Morgan, S. G.;2016
ARTICULO;A new species of Websterinereis from the Gulf of California and redescription of Websterinereis foli (Fauvel, 1930) (Annelida, Nereididae);Zookeys                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;De Leon Gonzalez, J. A., Balart Paez, E. F.;2016
ARTICULO;Variation in isotopic trophic structure and fish diversity in mangrove systems subject to different levels of habitat modification in the Gulf of California, Mexico.;Bulletin of Marine Science                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lopez Rasgado, F. J., Lluch Cota, S. E., Balart Paez, E. F., Herzka Z., S.;2016
ARTICULO;Changes in fatty acids, sterols, pigments, lipid classes, and heavy metals of cooked or dried meals, compared to fresh marine by-products;Animal Feed Science and Technology                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Toyes Vargas, E., Robles Romo, A., Mendez Rodriguez, L. C., Palacios Mechetnov, E., Civera Cerecedo, R.;2016
ARTICULO;Marine co-product meals as a substitute of fish meal in diets for white shrimp Litopenaeus vannamei improve growth, feed intake, and muscle HUFA composition.;Aquaculture Research                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Toyes Vargas, E., Calderon De la Barca, A. M., Duran Encinas, Y., Palacios Mechetnov, E., Civera Cerecedo, R.;2016
ARTICULO;Energy consumption drivers: demand side management vs device penetration, which is stronger Implications in climate change in arid Mexico;Fresenius Environmental Bulletin                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lagunes Diaz, E., Gonzalez Avila, M. E., Diaz Castro, S. C., Poujol, F., Ortega Rubio, A.;2016
ARTICULO;Timing of Puberty and Reproductive Performance in Wild-Reared and Hatchery-Reared Pacific Red Snapper Lutjanus peru;The Israeli Journal of Aquaculture - Bamidgeh                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Campos Ramos, R., Guerrero Tortolero, D. A., Perez Urbiola, J. C.;2016
ARTICULO;Genetic variability and historic stability of the California spiny lobster Panulirus interruptus in the Gulf of California;Fisheries Research                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Garcia Rodriguez, F. J., Perez Enriquez, R., Medina Espinoza, J. A., Vega Velazquez, A.;2016
ARTICULO;Pedigree traceability in whiteleg shrimp (Litopenaeus vannamei) using genetic markers: A comparison between microsatellites and SNPs.;Ciencias Marinas                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Perez Enriquez, R., Max Aguilar, A.;2016
ARTICULO;Effect of shrimp head silage hydrolysate and distillers dried corn grain on digestibility and growth of red tilapia (Oreochromis mossambicus);Animal Nutrition and Feed Technology                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Valdez Gonzalez, F., Garcia Ulloa, M., Hernandez Llamas, A., Rodriguez Montes de Oca, G., Rodriguez Gonzalez, H.;2016
ARTICULO;Anatomical compatibility of Jatropha curcas (L.) graft on Jatropha cinerea (Ortega) Muell.Arg rootstock;Nova Scientia                                                                                                                                         ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Soto Landeros, F., Alcaraz Melendez, L., Angulo Escalante, M. A., Reynoso Granados, T., Orduno Cruz, A., Cruz Hernandez, P., Herrera Cedano, F.;2016
ARTICULO;CONCENTRATIONS OF TRACE ELEMENTS IN SEA URCHINS AND MACROALGAE COMMONLY PRESENT IN Sargassum BEDS: IMPLICATIONS FOR TROPHIC TRANSFER;ECOLOGICAL RESEARCH                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Hernandez Almaraz, P., Mendez Rodriguez, L. C., Zenteno Savin, T., Ohara, T., Harley, J., Serviere Zaragoza, E.;2016
ARTICULO;Jellyfish fisheries in the Americas: origin, state of the art, and perspectives on new fishing grounds;Reviews in Fish Biology and Fisheries                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Brotz, L., Schiariti, A., Lopez Martinez, J., Alvarez Tello, J., Peggy Hsieh, Y., Jones, R. P., Quinones, J., Dong, Z., Morandini, A. C., Preciado, M., Laaz, E., Mianzan, H.;2016
