Tipo de Publicacion;Titulo;Nombre de Publicacion;Estado;Ambito;Tipo;Autores;Ejercicio
ARTICULO;Growth and survival of juvenile cauque river prawn Macrobrachium americanum fed with diets containing different protein levels;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Perez Rodriguez, J. C., Yamasaki Granados, S., Garcia Guerrero, M. U., Martinez Porchas, M., Mendez Martinez, Y., Latournerie Cervera, J. R., Cortes Jacinto, E.;2018
ARTICULO;Superoxide dismutase activity in tissues of juvenile cauque river prawn (Macrobrachium americanum Bate, 1868) fed with different levels of protein and lipid;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Soberanes Yepiz, M. L., Mendez Martinez, Y., Garcia Guerrero, M. U., Ascencio Valle, F. J., Violante Gonzalez, J., Garcia Ibanez, S., Cortes Jacinto, E.;2018
ARTICULO;El Concepto de Riesgo;Recursos Naturales y Sociedad                                                                                                                                                                           ;PUBLICADO;NACIONAL;ABRITRADOS;Chavez Lopez, S.;2018
ARTICULO;The effect of alpha males and shelter type on growth and survival of the longarm prawn Macrobrachium tenellum (Smith, 1871);Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;De los Santos Romero, R. B., Garcia Guerrero, M. U., Alpuche Osorno, J. J., Cortes Jacinto, E.;2018
ARTICULO;The toolbox for protein digestion in decapod crustaceans: a review;Reviews in Aquaculture                                                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Navarrete Del Toro, M. A., Garcia Carreno, F. L.;2018
ARTICULO;Effect of temperature and dietary lipid proportion on gut microbiota in yellowtail kingfish Seriola lalandi juveniles;Aquaculture                                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Larios Soriano, E., Tovar Ramirez, D., Re Araujo, D., Gomez Gil, B., Ibarra Castro, L., Galindo Sanchez, C.;2018
ARTICULO;Assessment of homeopathic medicines on survival and antioxidant response in white shrimp Litopenaeus vannamei;Revista MVZ Cordoba                                                                                                                                                                                     ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mazon Suastegui, J. M., Garcia Bernal, M., Aviles Quevedo, A., Campa Cordova, A. I., Salas Leiva, J., Abasolo Pacheco, F.;2018
ARTICULO;Impacto territorial del turismo en Zonas Prioritarias para la Conservacion y Ecosistemas Prioritarios de Baja California Sur, Mexico;Sociedad y Ambiente                                                                                                                                                                                     ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Ibarra Nunez, E., Gamez, A. E., Ortega Rubio, A.;2018
ARTICULO;Adaptation and tolerance mechanisms developed by mycorrhizal Bipinnula fimbriata plantlets (Orchidaceae) in a heavy metal-polluted ecosystem;Mycorrhiza                                                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Herrera, H., Valadares, R., Oliveira, G., Fuentes, A., Almonacid, L., Vasconcelos do Nasci, S., Bashan, Y., Arriagada, C.;2018
ARTICULO;Molecular variability and genetic structure of white spot syndrome virus strains from northwest Mexico based on the analysis of genomes;FEMS Microbiology Letters                                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Parrilla Taylor, D. P., Vibanco Perez, N., Duran Avelar, M. J., Gomez Gil, B., Llera Herrera, R. A., Vazquez Juarez, R.;2018
ARTICULO;Potential Transference of CP4 EPSPS to Weed Species from Genetically Modified Gossypium hirsutum in Northern Mexico;Notulae Botanicae Horti Agrobotanici Cluj-Napoca                                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Torres, A., Reyes Perez, J. J., Marquez Hernandez, C., Estrada Arellano, J., Esparza Rivera, J. R., Preciado Rangel, P., Murillo Amador, B.;2018
ARTICULO;COMPARACION DEL EFECTO DE DOS TRATAMIENTOS ENZIMATICOS CON ACTIVIDAD COLAGENASA Y UNA CENTRIFUGACION COMPLEMENTARIA EN LAS CARACTERISTICAS FISICOQUIMICAS DEL AGUA DE COLA GENERADA POR LA INDUSTRIA SARDINERA;Biotecnia                                                                                                                                                                                               ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Pacheco Aguilar, R., Calderon de la Barca, A. M., Castillo Yanez, F. J., Marquez Rios, E., Garcia Carreno, F. L., Valdez Hurtado, S.;2018
ARTICULO;Conventional MPAs are not as effective as community co-managed areas in conserving top-down control in the Gulf of California;Biological Conservation                                                                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ulate Naranjo, K., Alcoverro, T., Arthur, R., Aburto Oropeza, O., Sanchez, C., Huato Soberanis, L.;2018
ARTICULO;Contrasting rainfall behavior between the Pacific coast and the Mexican Altiplano;CLIMATE RESEARCH                                                                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Vega Camarena, J. P., Brito Castillo, L., Farfan, L. M.;2018
ARTICULO;Spatial segregation of striped marlin (Kajikia audax) by size in the eastern Pacific Ocean;Fisheries Oceanography                                                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Acosta Pachon, T. A., Muzquiz Villalobos, M. L., Ortega Garcia, S., Martinez Rincon, R.;2018
ARTICULO;Release density influences restocking success in the winged pearl oyster Pteria sterna;Ocean & Coastal Management                                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Olivera Bonilla, A., Saucedo Lastra, P. E., Rangel Davalos, C., Acosta Salmon, H.;2018
ARTICULO;Herpes virus OsHV-1 and the protist Perkinsus marinus modify the expression of the Down syndrome cell adhesion molecule gene in gill and mantle of Crassostrea spp.;Aquaculture Research                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Arzeta Pino, L., Acosta, A., Sarmiento, M. E., Rojas Contreras, M., Rodriguez Jaramillo, M. C., Vazquez Juarez, R.;2018
ARTICULO;A Fatal Nest Construction: Man-mixed Cement Used by Mud-daubing Wasps;Sociobiology                                                                                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Falcon Brindis, A., Rodriguez Estrella, R., Jimenez Jimenez, M. L.;2018
ARTICULO;Prospects on the Use of Schizochytrium sp. to Develop Oral Vaccines;Frontiers in Microbiology                                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ramos Vega, A. A., Rosales Mendoza, S., Banuelos Hernandez, B., Angulo Valadez, C. E.;2018
ARTICULO;VARIABILITY IN FECUNDITY OF THE BROWN CRAB, CALLINECTES BELLICOSUS STIMPSON, 1859 (BRACHYURA, PORTUNIDAE), ALONG THE COAST OF SONORA;Crustaceana                                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rodriguez Felix, D., Cisneros Mata, M. A., Guevara Aguirre, D., Aragon Noriega, E. A., Alcantara Razo, E.;2018
ARTICULO;AQUASAUDE: A mobile application for educational training on prevention of shrimp pathogen-associated diseases;Aquaculture Research                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Pooch, E. H. P., Sanchez Paz, J. A., Fermino, M. H., De Brito, K. C. T., De Brito, B., Romano, L. A., Abreu, P. C., Stech, M. R., Cazella, S. C., Cavalli, L. S.;2018
ARTICULO;Can the vaquita be saved from extinction;Human-Wildlife Interactions                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rodriguez Quiroz, G., Valenzuela Quinonez, W., Gonzalez Ocampo, H. A., Ortega Rubio, A.;2018
ARTICULO;LA REFORMA AGRARIA Y LOS CAMBIOS DE USO DEL SUELO EJIDAL EN AGUASCALIENTES, 1983-2013;AGRICULTURA, SOCIEDAD Y DESARROLLO                                                                                                                                                                      ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Beraud Macias, V., Sosa Ramirez, J., Maya Delgado, Y. L., Ortega Rubio, A.;2018
ARTICULO;IMPACT OF THE IMPLEMENTATION OF A PROTECTED AREA ON THE WELL-BEING OF A RURAL COMMUNITY IN BAJA CALIFORNIA SUR;Regional and Sectoral Economic Studies                                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Olmos Martinez, E., Rodriguez Rodriguez, G., Salas, S., Ortega Rubio, A.;2018
ARTICULO;Micronutrient content and antioxidant enzyme activities in human breast milk;Journal of Trace Elements in Medicine and Biology                                                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Castillo Castaneda, P. C., Garcia Gonzalez, A., Bencomo Alvarez, A. E., Barros Nunez, P., Gaxiola Robles, R., Mendez Rodriguez, L. C., Zenteno Savin, T.;2018
ARTICULO;Effect of diets supplemented with different seaweed extracts on growth performance and digestive enzyme activities of juvenile white shrimp Litopenaeus vannamei;Journal of Applied Phycology                                                                                                                                                                            ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Omont, A. M., Quiroz Guzman, E., Tovar Ramirez, D., Pena Rodriguez, A.;2018
ARTICULO;Identification of the Gene sxtA (Domains sxtA1 and sxtA4) in Mexican Strains of Gymnodinium catenatum (Dinophyceae) and Their Evolution;Frontiers in Marine Science                                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Mendoza Flores, A., Leyva Valencia, I., Band Schmidt, C. J., Galindo Sanchez, C. E., Bustillos Guzman, J. J.;2018
ARTICULO;Modulation of reproductive exhaustion using Ulva clathrata in Pacific white shrimp Litopenaeus vannamei (Boone, 1931) broodstock during commercial maturation;Aquaculture Research                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Corral Rosales, D. C., Cruz Suarez, L. E., Ricque Marie, D., Rodriguez Jaramillo, M. C., Palacios Mechetnov, E.;2018
ARTICULO;The development of ecosystems for technology transfer in Mexico: the role of Patenting Centers;Queen Mary Journal of Intellectual Property                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Beltran Morales, L. F., Jefferson, D. J., Serrano Fraire, I., Alandete Saez, M.;2018
ARTICULO;SNP markers for the genetic characterization of Mexican shrimp broodstocks;Genomics                                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Perez Enriquez, R., Robledo, D., Houston, R. D., Llera Herrera, R. A.;2018
ARTICULO;Early Changes in Nutritional Conditions Affect Formation of Synthetic Mutualism Between Chlorella sorokiniana and the Bacterium Azospirillum brasilense;Microbial Ecology                                                                                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Palacios Lopez, O. A., Lopez, B. R., Bashan, Y., Gonzalez De Bashan, L. E.;2018
ARTICULO;Optimum level of dietary lipids for growth, chemical composition and apparent digestibility of lipids for Atractosteus tropicus;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Huerta Ortiz, M., Alvarez Gonzalez, C. A., Civera Cerecedo, R., Martinez Garcia, R., Camarillo Coop, S., Goytortua Bores, E., Pena, E., Perez Morales, A.;2018
ARTICULO;Infection of maize inbred B73 by Ustilago maydis and Fusarium proliferatum triggers differential expression of the ß-glucosidase genes;Physiological and Molecular Plant Pathology                                                                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rojas Arzaluz, M., Ascencio Valle, F. J., Tiessen, A., Arce Montoya, M., Gomez Anduro, G. A.;2018
ARTICULO;Gold nanoparticles (AuNP) exert immunostimulatory and protective effects in shrimp (Litopenaeus vannamei) against Vibrio parahaemolyticus;Fish and Shellfish Immunology                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Tello Olea, M. A., Rosales Mendoza, S., Campa Cordova, A. I., Palestino, G., Luna Gonzalez, A., Reyes Becerril, M. C., Velazquez Lizarraga, A. E., Hernandez Adame, L., Angulo Valadez, C. E.;2018
ARTICULO;Enhanced molecular visualization of root colonization and growth promotion by Bacillus subtilis EA-CB0575 in different growth systems;Microbiological Research                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Posada, L. F., Alvarez, J., Romero Tabarez, M., Gonzalez De Bashan, L. E., Villegas Escobar, V.;2018
ARTICULO;Dry micro-polymeric inoculant of Azospirillum brasilense is useful for producing mesquite transplants for reforestation of degraded arid zones;Applied Soil Ecology                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez, E. J., Hernandez, J. P., Gonzalez De Bashan, L. E., Bashan, Y.;2018
ARTICULO;Comparison of nutrient uptake and antioxidative response among four Labiatae herb species under salt stress condition;SOIL SCIENCE AND PLANT NUTRITION                                                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Tanaka, H., Yamada, S., Masunaga, T., Yamamoto, S., Tsuji, W., Murillo Amador, B.;2018
ARTICULO;Ecological patterns in anchialine caves;PLOS ONE                                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Calderon Gutierrez, F., Sanchez Ortiz, C. A., Huato Soberanis, L.;2018
ARTICULO;Effect of Ulvan on the Biocontrol Activity of Debaryomyces hansenii and Stenotrophomonas rhizophila against Fruit Rot of Cucumis melo L.;Agronomy                                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rivas Garcia, T., Murillo Amador, B., Nieto Garibay, A., Chiquito Contreras, R. G., Rincon Enriquez, G., Hernandez Montiel, L. G.;2018
ARTICULO;The role of shrimp microRNAs in immune response and beyond;Reviews in Aquaculture                                                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez Duarte, R. J., Garcia Carreno, F. L.;2018
ARTICULO;Molecular identification of Auxis spp. larvae (Pisces: Scombridae) from the Gulf of California: Solving morphological identification limits;Revista de Biologia Marina y Oceanografia                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ochoa Munoz, M. J., Diaz Viloria, N., Sanchez Velasco, L., Jimenez Rosenberg, S. P., Perez Enriquez, R.;2018
ARTICULO;First Record of Lichanura trivirgata Cope, 1868 (Squamata: Boidae) from Coronados Island, Gulf of California, Mexico;Herpetology Notes                                                                                                                                                                                       ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Arnaud Franco, G. A., Blazquez Moreno, M. C.;2018
ARTICULO;Antioxidant, intestinal immune status and anti-inflammatory potential of Chenopodium ambrosioides L. in fish: In vitro and in vivo studies;Fish and Shellfish Immunology                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reyes Becerril, M. C., Angulo Valadez, C. E., Sanchez, V., Vazquez Martinez, J., Lopez, M. G.;2018
ARTICULO;C-type lectin 17A and macrophage-expressed receptor genes are magnified by fungal ß-glucan after Vibrio parahaemolyticus infection in Totoaba macdonaldi cells;Immunobiology                                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Angulo Valadez, C. E., Sanchez, V., Delgado, K., Reyes Becerril, M. C.;2018
ARTICULO;Immune and Antioxidant Enzyme Response of Longfin Yellowtail (Seriola rivoliana) Juveniles to Ultra-diluted Substances Derived from Phosphorus, Silica and Pathogenic Vibrio;Homeopathy                                                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mazon Suastegui, J. M., Salas Leiva, J., Teles, A., Tovar Ramirez, D.;2018
ARTICULO;Immigration of Post Larvae of Penaeid Shrimp to Terminos Lagoon, Campeche, Mexico: 2013 Annual Cycle;Open Journal of Ecology                                                                                                                                                                                 ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Flores Coto, C., Embriz Alba, D., Gomez Ponce, M. A., Lopez Martinez, J., Sanvicente Anorve, L.;2018
ARTICULO;Partial sequence characterization and ontogenetic expression of genes involved in lipid metabolism in the tropical gar (Atractosteus tropicus);Aquaculture Research                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Jimenez Martinez, L. D., Alvarez Gonzalez, C. A., De la Cruz Hernandez, E., Tovar Ramirez, D., Galaviz, M. A., Camarillo Coop, S., Martinez Garcia, R., Concha Frias, B., Pena, E.;2018
ARTICULO;Geographic range and biology of Spinyeye Rockfish (Sebastes spinorbis Chen, 1975), an endemic species to the Gulf of California, Mexico;California Fish and Game                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Acevedo Cervantes, A., Lopez Martinez, J., Rabago Quiroz, C. H., Balart Paez, E. F., Herrera Valdivia, E.;2018
ARTICULO;Evaluacion de la influencia de los recursos computacionales en la variabilidad y calidad de ensamblaje de novo de transcriptoma;Computacion y Sistemas                                                                                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Carvajal Lopez, P., Von Borstel Luna, F. D., Gutierrez Jaguey, J., Mejia Ruiz, C. H., Rustici, G., Romero Vivas, E.;2018
ARTICULO;Gene expression of digestive enzymes during the initial ontogeny of Mexican snook Centropomus poeyi;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Asencio Alcudia, G. G., Tovar Ramirez, D., Latisnere Barragan, H., Martinez Garcia, R., Contreras Sanchez, W. M., Alvarez Gonzalez, C. A.;2018
ARTICULO;Evaluation of digestive capacity in the polyp, ephyrae, and medusae stages of the cannonball jellyfish Stomolophus meleagris;Hydrobiologia                                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez Valdovinos, M. I., Ocampo Victoria, L., Tovar Ramirez, D.;2018
ARTICULO;Changes in digestive enzyme activities during early ontogeny of Seriola rivoliana;Fish Physiology and Biochemistry                                                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Teles, A., Salas Leiva, J., Alvarez Gonzalez, C. A., Tovar Ramirez, D.;2018
ARTICULO;Biological performance of Crassostrea gigas stocks produced at different hatcheries and cultivated under same environmental conditions;Aquaculture Research                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reynaga Franco, F. J., Grijalva Chon, J. M., Castro Longoria, R., Barraza Guardado, R. H., Arreola Lizarraga, J. A., Chavez Villalba, J. E.;2018
ARTICULO;Integrated Assessment of Recreational Quality and Carrying Capacity of an Urban Beach;COASTAL MANAGEMENT                                                                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Garcia Morales, G., Arreola Lizarraga, J. A., Rosales Grano, P.;2018
ARTICULO;Temporal variability of enterococci and associated sources at three subtropical recreational beaches;Oceanological and Hydrobiological Studies                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Leon Lopez, C. E., Arreola Lizarraga, J. A., Padilla Arredondo, G., Chavez Villalba, J. E., Mendoza Salgado, R. A., Mendez Rodriguez, L. C., Garcia Hernandez, J.;2018
ARTICULO;Rediscovery of the extinct Tule shrew (Sorex ornatus juncencis) in the San Quintin plains: a taxonomic reevaluation after 90 years without new records;Mammalia                                                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Camargo Perez, A. I., Alvarez Castaneda, S. T.;2018
ARTICULO;A Hollywood palm icon unmasked: clinal variation in Washingtonia (Arecaceae) of Peninsular California;Botanical Journal of the Linnean Society                                                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Villanueva Almanza, L., Pena Garcillan, P., Avila Lovera, E., Perez, V., Silva Bejarano, C., Focht, E., Ezcurra, E.;2018
ARTICULO;Improving rifamycin production in Amycolatopsis mediterranei by expressing a Vitreoscilla hemoglobin (vhb) gene fused to a cytochrome P450 monooxygenase domain;3 Biotech                                                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mejia, A., Luna, D., Fernandez, F. J., Barrios Gonzalez, J., Gutierrez, L., Reyes Alvarado, A. G., Absalon, A. E., Kelly, S.;2018
ARTICULO;Mammal collections of the Western Hemisphere: a survey and directory of collections;Journal of Mammalogy                                                                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Dunnum, J. L., Mclean, B. S., Dowler, R. C., Alvarez Castaneda, S. T., Bradley, J. E., Bradley, R. D., Carraway, L. N., Carrera-e, J. P., Conroy, C. J., Coyner, B. S., Demboski, J. R., Dick, C. W., Doyle, K., Esselstyn, J. A., Gutierrez, E., Hanson, J. D., Holahan, P. M., Holmes, T., Iudica, C. A., Leite, R. N., Lee, Jr, T. E., Lim, B. K., Malaney, J. L., Mclaren, S. B., Moncrief, N. D., Olson, L., Ordonez-garza, N., Phillips, C. D., Revelez, M. A., Rickart, E. A., Rogers, D. S., Thompson, C. W., Upham, N. S., Velazco, P. M.;2018
ARTICULO;ARBUSCULAR MYCORRHIZAL FUNGI ALLEVIATE SALT STRESS ON SWEET (Ocimum basilicum L.) SEEDLINGS;Tropical and Subtropical Agroecosystems                                                                                                                                                                 ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Agüero Fernandez, Y. M., Hernandez Montiel, L. G., Murillo Amador, B., Nieto Garibay, A., Troyo Dieguez, E., Zulueta Rodriguez, R., Ojeda Silvera, C. M.;2018
ARTICULO;Genetic diversity and metapopulation structure of the brown swimming crab (Callinectes bellicosus) along the coast of Sonora, Mexico: Implications for fisheries management;Fisheries Research                                                                                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cisneros Mata, M. A., Munguia Vega, A., Rodriguez Felix, D., Aragon Noriega, E. A., Grijalva Chon, J. M., Arreola Lizarraga, J. A., Hurtado, L. A.;2018
ARTICULO;Sistema automatizado para el analisis de ovocitos por medio de imagenes digitales;Ciencia Pesquera                                                                                                                                                                                        ;PUBLICADO;NACIONAL;ABRITRADOS;Salas Singh, C., Hernandez Covarrubias, V., Morales Bojorquez, E., Aguirre Villasenor, H.;2018
ARTICULO;"Effects of damiana (Turnera diffusa; var. diffusa and var. aphrodisiaca) on diabetic rats";Acta Universitaria                                                                                                                                                                                      ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Esquivel Gutierrez, E. R., Alcaraz Melendez, L., Hernandez Herrera, R., Torres, A., Rodriguez Jaramillo, M. C.;2018
ARTICULO;Colonies of Reddish Egret (Egretta rufescens) in Western Mexico;Waterbirds                                                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Palacios, E., Amador Silva, E. S., Green, M. C., Gonzalez Bernal, M. A., Castillo Guerrero, J. A.;2018
ARTICULO;Dengue con signos de alarma en Baja California Sur: un analisis de mas de dos decadas;Recursos Naturales y Sociedad                                                                                                                                                                           ;PUBLICADO;NACIONAL;ABRITRADOS;Serrano Pinto, V. V., Moreno Legorreta, M.;2018
ARTICULO;Geomorfologia como factor de riesgo a inundaciones en la cuenca hidrografica de Mulege, Baja California Sur, Mexico;Recursos Naturales y Sociedad                                                                                                                                                                           ;PUBLICADO;NACIONAL;ABRITRADOS;Chavez Lopez, S., Navarro Mendoza, A.;2018
ARTICULO;REPRODUCTIVE BIOLOGY OF THE RED CRAB PLEURONCODES PLANIPES (ANOMURAN, GALATHEID) ON THE WEST COAST OF THE BAJA CALIFORNIA PENINSULA, MEXICO;Journal of Shellfish Research                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Rodriguez Jaramillo, M. C., Cordoba Matson, M. V., Zenteno Savin, T., Balart Paez, E. F., Mendez Rodriguez, L. C., De Anda Montanez, J. A.;2018
ARTICULO;EMBRYONIC AND LARVAL DEVELOPMENT OF THE SUBTROPICAL GEODUCK CLAM PANOPEA GLOBOSA (BIVALVIA: HIATELLIDAE);Journal of Shellfish Research                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez Pelaez, S. S., Carvalho Saucedo, L., Espino Calderin, A., Rangel Davalos, C., Lluch Cota, D. B.;2018
ARTICULO;Association of three Carangidae juvenile fishes with cannonball jellyfish Stomolophus meleagris in Bahia de La Paz, Gulf of California;Revista de Biologia Marina y Oceanografia                                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reza Sanchez, M. A., Ocampo Victoria, L., Campos Davila, L.;2018
ARTICULO;Food-Web Structure and Functioning of Coastal Marine Ecosystems: Alvarado Lagoon and Adjacent Continental Shelf, Northern Gulf of Mexico;The Open Fish Science Journal                                                                                                                                                                           ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Cruz Escalona, V. H., Morales Zarate, M. V., Franco Lopez, J., Abitia Cardenas, L. A., Hernandez Lopez, A., Marin Enriquez, E., Gonzalez Acosta, A. F.;2018
ARTICULO;Components of the yield and bromatological composition of three Brachiaria varieties in El Empalme area, Ecuador;Cuban Journal of Agricultural Science                                                                                                                                                                   ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Reyes Perez, J. J., Mendez Martinez, Y., Verdecia, D., Luna Murillo, R., Hernandez Montiel, L. G., Herrera, R.;2018
ARTICULO;Population dynamics of black brotula (Cherublemma emmelas) in deep waters of the Gulf of California;Latin American Journal of Aquatic Research                                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Morales Azpeitia, R., Lopez Martinez, J., Herrera Valdivia, E., Acevedo Cervantes, A.;2018
ARTICULO;A multi-model approach to understanding the role of Pacific sardine in the California Current food web;MARINE ECOLOGY PROGRESS SERIES                                                                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Kaplan, I. C., Francis, T. B., Punt, A. E., Koehn, L. E., Curchitser, E., Hurtado Ferro, F., Johnson, K. F., Lluch Cota, S. E., Sydeman, W. J., Essington, T. E., Taylor, N., Holsman, K., Maccall, A. D., Levin, P. S.;2018
ARTICULO;Eficiencia de lectinas como inmunoindicadores en juveniles de camaron blanco, Litopenaeus vannamei (Malacostraca: Penaeidae);Hidrobiologica                                                                                                                                                                                          ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Martin Manzo, M. V., Angulo Valadez, C. E., Zenteno Galindo, E., Sierra Beltran, A. P., Agundis Mata, C., Ascencio Valle, F. J., Guzman Murillo, M. A., Luis Villasenor, I. E., Pereyra, A., Campa Cordova, A. I.;2018
ARTICULO;Dosage and frequency effects of the microalgae Dunaliella sp. on the diet of Litopenaeus vannamei challenged with Vibrio parahaemolyticus;Journal of Invertebrate Pathology                                                                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Medina Felix, D., Campa Cordova, A. I., Lopez Elias, J. A., Martinez Cordova, L. R., Figueroa Preciado, G., Cortes Jacinto, E., Luna Gonzalez, A., Mendoza Cano, J. F., Huerta Aldaz, N.;2018
ARTICULO;Effect of low salinity on acute arsenic toxicity and bioconcentration in shrimp Litopenaeus vannamei juveniles;Comparative Biochemistry and Physiology, Part C                                                                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ramirez Rochin, J., Campa Cordova, A. I., Frias Espericueta, M. G., Fregoso Lopez, M. G., Bojorquez Leyva, H., Paez Osuna, F.;2018
